name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
Dr Bronners Magic Soap All One Csal04 4 Oz Almond 18 In 1 Dr. Bronner'S Liquid Soap,$9.63,,This product contains Glycerin The peppermint essential oil tingles the body and clears the mind; Because therapeutically peppermint oil is a mild stimulant it increases vitality and clarity A relaxing fragrance for tired and stressed-out souls lavender calms the nerves and soothes the body Euclayptus opens your pores and clears your sinuses while enveloping the body in its warm invigorating vapors,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   EWG Verified",4.3 out of 5 stars,42 ratings,https://www.amazon.com/-/zh/dp/B002LMN80O/ref=sr_1_51?dib=eyJ2IjoiMSJ9.0tI3FyHlQih-mUJ6ZFgdHNWd7i71Be9Ltm-huzI7OuC0phYdnQv0Ocsf9rqOIt5N1_Cg4f3tLJisfwERegwWTw.vv2BBpI4WRzwQelOO9igjQL4Sd97IMAjY0RNspmyBHA&dib_tag=se&qid=1719039623&sr=8-51&srs=23176677011
"Banyan Botanicals Organic Shatavari Powder ‚Ä?Asparagus racemosus ‚Ä?Ayurvedic Herb for Vata & Pitta, Balanced Female Hormones, Energy, Vitality & More* ‚Ä?1/2lb. ¬≠‚Ä?Non-GMO Sustainably Sourced Vegan FFL",$16.99,,"SHATAVARI (Asparagus racemosus) is an Ayurvedic herb with a long history of use for supporting the male and female reproductive systems. Its name, which translates as ‚Ä?00 spouses,‚Ä?speaks to its role in promoting vitality. COOLING IN NATURE, shatavari root extract soothes excess pitta throughout the body. Its unctuous quality can also help balance vata and replenish the body's fluids, encouraging the healthy production of milk in lactating mothers and healthy production of semen in men.* AS A REJUVENATIVE HERB, shatavari builds ojas and reinforces the strength of the immune system by nourishing and toning the whole body, imparting strength and vigor.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you are not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.5 out of 5 stars,"1,017 ratings",https://www.amazon.com/-/zh/dp/B008QSLL38/ref=sr_1_52?dib=eyJ2IjoiMSJ9.0tI3FyHlQih-mUJ6ZFgdHNWd7i71Be9Ltm-huzI7OuC0phYdnQv0Ocsf9rqOIt5N1_Cg4f3tLJisfwERegwWTw.vv2BBpI4WRzwQelOO9igjQL4Sd97IMAjY0RNspmyBHA&dib_tag=se&qid=1719039623&sr=8-52&srs=23176677011
"Dr. Bronner's - Pure-Castile Liquid Soap (Rose, 16 ounce, 2-Pack) - Made with Organic Oils, 18-in-1 Uses: Face, Body, Hair, Laundry, Pets and Dishes, Concentrated, Vegan, Non-GMO",$22.31,,"MADE WITH ORGANIC OILS & CERTIFIED FAIR TRADE INGREDIENTS: Dr. Bronner's Pure-Castile Liquid Soaps are made with over 70% certified organic & fair trade ingredients, promoting healthy communities, ethical working conditions & fair prices. ORGANIC & FAIR TRADE PALM KERNEL OIL: Grown by fairly-paid smallholder farmers in Ecuador to ensure sustainable harvesting techniques that won't damage local habitats‚Äîproviding the smooth & creamy lather of our soaps while benefiting people & planet. NO SYNTHETIC PRESERVATIVES, DETERGENTS, OR FOAMING AGENTS: Our liquid soaps are made with plant-based ingredients you can pronounce‚Äîno synthetic preservatives, thickeners, or foaming agents‚Äîwhich is good for the environment & great for your skin! 3X MORE CONCENTRATED THAN MOST LIQUID SOAPS: Dilute! Dilute! Multiple uses for just one product: laundry, mopping, hand-washing dishes, all-purpose cleaning, washing pets & more. More soap per bottle means less waste in packaging! PACKAGED IN 100% POST-CONSUMER RECYCLED PLASTIC BOTTLES: Dr. Bronner's is diverting discarded plastic from landfills by using & increasing demand for recycled plastic bottles. This eliminates waste & has a positive environmental impact!","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   EWG Verified   Natrue",4.7 out of 5 stars,"7,536 ratings",https://www.amazon.com/-/zh/dp/B00JF2I812/ref=sr_1_53?dib=eyJ2IjoiMSJ9.0tI3FyHlQih-mUJ6ZFgdHNWd7i71Be9Ltm-huzI7OuC0phYdnQv0Ocsf9rqOIt5N1_Cg4f3tLJisfwERegwWTw.vv2BBpI4WRzwQelOO9igjQL4Sd97IMAjY0RNspmyBHA&dib_tag=se&qid=1719039623&sr=8-53&srs=23176677011
"Dr. Bronner's - Pure-Castile Liquid Soap (Tea Tree, 16 ounce, 2-Pack) - Made with Organic Oils, 18-in-1 Uses: Acne-Prone Skin, Dandruff, Laundry, Pets and Dishes, Concentrated, Vegan",$22.58,,"MADE WITH ORGANIC OILS & CERTIFIED FAIR TRADE INGREDIENTS: Dr. Bronner's Pure-Castile Liquid Soaps are made with over 70% certified organic & fair trade ingredients, promoting healthy communities, ethical working conditions & fair prices. ORGANIC & FAIR TRADE PALM KERNEL OIL: Grown by fairly-paid smallholder farmers in Ecuador to ensure sustainable harvesting techniques that won't damage local habitats‚Äîproviding the smooth & creamy lather of our soaps while benefiting people & planet. NO SYNTHETIC PRESERVATIVES, DETERGENTS, OR FOAMING AGENTS: Our liquid soaps are made with plant-based ingredients you can pronounce‚Äîno synthetic preservatives, thickeners, or foaming agents‚Äîwhich is good for the environment & great for your skin! 3X MORE CONCENTRATED THAN MOST LIQUID SOAPS: Dilute! Dilute! Multiple uses for just one product: laundry, mopping, hand-washing dishes, all-purpose cleaning, washing pets & more. More soap per bottle means less waste in packaging! PACKAGED IN 100% POST-CONSUMER RECYCLED PLASTIC BOTTLES: Dr. Bronner's is diverting discarded plastic from landfills by using & increasing demand for recycled plastic bottles. This eliminates waste & has a positive environmental impact!","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   EWG Verified",4.7 out of 5 stars,"13,699 ratings",https://www.amazon.com/-/zh/dp/B00JF2I754/ref=sr_1_49?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-49&srs=23176677011
Dr. Bronner's Tea Tree 7 oz,$14.28,,"USDA ORGANIC & FAIR TRADE INGREDIENTS: Fair trade & organic sugar combined with organic white grape juice keeps your skin nourished & moisturized. Organic coconut-olive-hemp oils blend for a creamy castile lather√¢‚Ç¨‚Äùour soapmaking tradition! SHAVE, CLEANSE & HYDRATE ALL AT ONCE: Our shave gel is a multifunctional product√¢‚Ç¨‚Äùlike most of our products. Cleanse as you shave and leave your skin moisturized! Use on your face, underarms & legs√¢‚Ç¨‚Äùfor both men & women. All-One! ORGANIC SHIKAKAI POWDER FOR SHAVING: Shikakai powder, derived from a tree pod, has long been used in traditional hair & body care in India. Shikakai hydrates & soothes dry skin while it cleanses. Great for shaving√¢‚Ç¨‚Äùso give your skin a treat! NO SYNTHETIC PRESERVATIVES OR DETERGENTS: Our shaving soaps are made with plant-based ingredients you can pronounce√¢‚Ç¨‚Äùno synthetic preservatives or detergents√¢‚Ç¨‚Äùwhich is good for the environment & great for your skin! ORGANIC SUGAR IN OUR SHAVING GEL: Dr. Bronner's Shaving Soaps use fair trade & organic sugar from Brazil that keeps skin nourished, hydrated & smooth. It also gives our Organic Shaving Soaps their caramel color & sweet aroma.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.3 out of 5 stars,59 ratings,https://www.amazon.com/-/zh/dp/B00A2F1CYQ/ref=sr_1_50?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-50&srs=23176677011
Pukka Herbal Tea,$12.53,,Pukka Herbal Tea Delicious Tea Flavor Enjoy Pukka Tea Anytime Easy to Make Trusted Company,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life",4.5 out of 5 stars,467 ratings,https://www.amazon.com/-/zh/dp/B001GJM61K/ref=sr_1_51?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-51&srs=23176677011
"Banyan Botanicals Bhringaraj Powder (Eclipta alba) ‚Ä?Organic Herbal Powder for Beautiful Hair ‚Ä?For a Calm Mind and Healthy Hair, Nails, Bones, and Teeth* ‚Ä?¬Ω lb. ‚Ä?Non-GMO FFL Vegan",$16.99,,"BHRINGARAJ (Eclipta alba) is famous for its use as a natural hair tonic. Often incorporated into oils, it promotes strong, healthy hair growth and helps maintain natural hair color, luster, and shine.* A HOLISTIC APPROACH to hair care incorporates both internal and external support, and Bhringaraj powder provides both. It can be brewed with warm water and taken as a tea or combined with oils and massaged into the hair and scalp. A DEEPLY REJUVENATING herb, it cools the scalp, calms the mind and nervous system, and supports healthy eyes and ears. Its cooling benefits also help cleanse the blood and liver. Bhringaraj cools and soothes the skin, supporting a glowing, clear complexion.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you are not satisfied with one of our products, we will gladly accept returns for a full product refund. To further support your wellness journey, we will email you a PDF on Ayurveda after your purchase.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.4 out of 5 stars,127 ratings,https://www.amazon.com/-/zh/dp/B001FAV69S/ref=sr_1_52?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-52&srs=23176677011
"Banyan Botanicals Haritaki Powder ‚Ä?Certified Organic, 1 Pound ‚Ä?Terminalia chebula ‚Ä?for Detoxification & Rejuvenation* ‚Ä?Organic, Vegan, Non-GMO, Gluten Free, Certified Fair for Life Fair Trade",$21.99,,"HARITAKI is one of the three super fruits in the Ayurvedic formula, triphala. It is often taken on its own to support a healthy supply of oxygen to the blood, rejuvenating and nourishing the whole body.* DEEPLY CLEANSING for the colon, haritaki promotes complete absorption and assimilation of nutrients, vitamins, and minerals. It is not uncommon to experience healthier skin and hair, as well as a boost in energy and stamina as an added benefit of this traditional herb.* ALSO KNOWN AS inknut, kadukkai, and karakkaya powder, haritaki has been used for thousands of years to promote healthy digestion and absorption. It has a gentle cleansing action in the digestive tract and encourages healthy elimination and regularity. This Haritaki is Fair for Life Fair Trade Certified.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE‚Ä?00% Satisfaction: If for any reason you are not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.5 out of 5 stars,811 ratings,https://www.amazon.com/-/zh/dp/B0099D09IC/ref=sr_1_53?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-53&srs=23176677011
"Banyan Botanicals Organic Punarnava Powder ‚Ä?Boerhavia diffusa ‚Ä?for Weight Management, Liver & Kidney Support & More* ‚Ä?1/2lb. ¬≠‚Ä?Non-GMO Sustainably Sourced Vegan",$18.99,,"DEEPLY REJUVENATING, punarnava is not only one of Ayurveda‚Äôs most popular herbs for liver and kidney support, it also benefits other areas of the body, including the heart, urinary system, and joints.* KNOWN FOR ITS ABILITY to gently purge the body of excess liquids and stagnant matter, punarnava is an excellent choice for eliminating fluid retention and promoting healthy weight management.* THIS AYURVEDIC POWDER can be a supportive addition to a keto diet or other weight management practices. To use, mix ¬º‚Ä?¬Ω teaspoon with warm water and enjoy.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.4 out of 5 stars,354 ratings,https://www.amazon.com/-/zh/dp/B001FAV6Q6/ref=sr_1_54?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-54&srs=23176677011
Banyan Botanicals Shatavari Tablets ‚Ä?Organic Asparagus Racemosus Root ‚Ä?Rejuvenating Adaptogen Tonic That Supports a Healthy Reproductive System* ‚Ä?90 Tablets ‚Ä?Non GMO Sustainably Sourced Vegan,$24.99,,"SHATAVARI (Asparagus racemosus) is an Ayurvedic herb with a long history of use for supporting the reproductive system. Its name, which translates as ‚Ä?00 spouses,‚Ä?speaks to its renown as a nourishing tonic that promotes health and vitality.* COOLING AND GROUNDING in nature, this shatavari supplement is a well-known adaptogen, helping in times of stress while it calms the mind and promotes healthy aging.* TRADITIONALLY KNOWN to support healthy lactation, many use shatavari tablets for milk production. Beneficial to all bodies, shatavari makes a great support for anyone looking for a nourishing and nutritive effect.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.6 out of 5 stars,250 ratings,https://www.amazon.com/-/zh/dp/B000703AQ4/ref=sr_1_55?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-55&srs=23176677011
Banyan Botanicals Manjistha Tablets ‚Ä?Made from Pure Manjistha Powder ‚Ä?Organic Skin Supplement for Natural Blood Cleanse & Lymphatic System Support* ‚Ä?90 Tablets ‚Ä?Non-GMO Sustainably Sourced Vegan,$24.99,,"MANJISTHA IS A BELOVED blood cleanser in the Ayurvedic herbal pharmacopeia. It removes excess heat and natural toxins from the body by supporting the circulation of clean and healthy blood cells, which in turn encourages healthy skin and a clear complexion.* THIS ORGANIC SKIN SUPPLEMENT offers gentle and natural support during an Ayurvedic cleanse or anytime that heat and natural toxins have accumulated in the blood, causing imbalance and irritation to manifest in the skin.* MORE THAN JUST A CLEAR SKIN supplement, the cooling and cleansing quality of Manjistha herbs are also traditionally used to balance pitta and kapha doshas and support the overall health and proper function of the lymphatic system.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.4 out of 5 stars,312 ratings,https://www.amazon.com/-/zh/dp/B01M4LP3H0/ref=sr_1_56?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-56&srs=23176677011
Banyan Botanicals Amla (Amalaki) Tablets ‚Ä?Organic Emblica Officinalis ‚Ä?Natural Source of Vitamin C and Antioxidants ‚Ä?Supports Digestion and Cleansing* ‚Ä?90 Tablets ‚Ä?Non GMO Sustainably Sourced,$24.99,,"AMLA, OR EMBLICA OFFICINALIS fruit, is also known as amalaki and Indian gooseberry and is revered in Ayurveda as a potent rejuvenative that deeply nourishes the tissues and supports the natural removal of toxins.* THESE ORGANIC AMLA TABLETS are a natural source of vegan vitamin C, antioxidants, and polyphenols, and offer a safe and gentle way to support healthy digestion and natural cleansing in the body.* MADE FROM DRIED AMLA FRUIT powder, tablets are the most convenient way of taking this herb. Amla is also found in many Ayurvedic formulas, including the famous formula triphala, made with amla, haritaki, and bibhitaki.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.5 out of 5 stars,175 ratings,https://www.amazon.com/-/zh/dp/B000Q465UE/ref=sr_1_57?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-57&srs=23176677011
"Pukka Herbal Teas Licorice and Cinnamon - 20 Bags, 20 Count",$14.50,,Organic herbal tea deliciously rich and mellow 20 tea sachets individually wrapped for freshness A rich and mellow organic herbal tea,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   EU Organic   USDA Organic",4.2 out of 5 stars,172 ratings,https://www.amazon.com/-/zh/dp/B003L7XGLE/ref=sr_1_58?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-58&srs=23176677011
"Banyan Botanicals Bacopa Powder, 1/2 Pound - USDA Organic - Bacopa monniera - Ayurvedic Herb for Memory & Focus",$16.99,,"Bacopa, frequently referred to as ""brahmi,"" is renowned for its ability to calm and rejuvenate the mind, enhance memory, and improve concentration, while simultaneously relieving stress and tension throughout the nervous system. With the unique ability to promote daytime alertness and focus, while reducing systemic stress and improving the quality of sleep at night, Bacopa supports overall wellness, vitality, and rejuvenation. Ayurveda recognizes Bacopa as a sattvic herb, commonly used to enhance clarity of consciousness and support a meditation practice. Bacopa is often taken in combination with ghee, which helps to direct the herb toward the mind and the nervous system. Banyan Botanicals is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. The Healthy Guarantee: If for any reason you are not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.5 out of 5 stars,274 ratings,https://www.amazon.com/-/zh/dp/B008X5F8II/ref=sr_1_59?dib=eyJ2IjoiMSJ9.aw2Iccwcs7aWITP5txzntwEfeBBhBMVW54va252I3t-J0AJTOdzvrZn3btuhN0uxDi1B16LI-Z_wIf-Sp3hN49xkgHJ6BGpj05VGIXOa9NOhc4qhKdi_hAeAAeh1lLrduisKBpMF2jRgTwo2q7sOgm4yfYSv54tfz70iNt9jJwk.6eUPZjeD_ELQZ-A3Dm7Kf-34bNBt7WZFX2xl8-BdhTc&dib_tag=se&qid=1719039623&sr=8-59&srs=23176677011
Banyan Botanicals Haritaki Tablets ‚Ä?Certified Organic Terminalia Chebula ‚Ä?Supports Detoxification & Rejuvenation* ‚Ä?90 Tablets ‚Ä?Non-GMO Sustainably Sourced Certified Fair for Life Fair Trade,$24.99,,"ORGANIC HARITAKI (Terminalia chebula) is a super fruit best known for its inclusion in the Ayurvedic formula, triphala, which is made with amalaki, haritaki, and bibhitaki fruits. On its own, it can be taken to support the healthy function of the colon, lungs, liver, and spleen.* FOR THOUSANDS OF YEARS, haritaki has been recognized as one of the best herbs for cleansing in a gentle and natural way. Haritaki supplements support the body‚Äôs natural cleansing process by removing accumulated natural toxins in the gastrointestinal tract.* EQUALLY FAMOUS as a supportive digestion supplement and one of Ayurveda‚Äôs best rejuvenating herbs, haritaki strengthens and nourishes the tissues of the body and contributes to optimal health. Haritaki tablets are a convenient way to add this beneficial herb to your daily routine.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.4 out of 5 stars,568 ratings,https://www.amazon.com/-/zh/dp/B000Q43D7M/ref=sr_1_65?dib=eyJ2IjoiMSJ9.8USYgdkclyx0WL2loUeaumvskh-cE8Vr0JfIRXbzbWJQAFLWsUpyzI6G-txBieksuLUU6D8rAL7iUm-J0_DHTQ.yzZLhcmOiyEjK943sqB98yF5dPjRjQe61BDJ3TFn3S8&dib_tag=se&qid=1719039700&sr=8-65&srs=23176677011
"Dr. Bronner's - Organic Hair Cr√®me (Lavender Coconut, 6 Ounce) - Leave-In Conditioner & Styling Cream, Made with Organic Oils, Hair Cream Supports Shine and Strength, Nourishes Scalp, Non-GMO",$11.74,,"USDA ORGANIC & FAIR TRADE INGREDIENTS ONLY: Our Organic Hair Cr√®mes are formulated with organic oils to create shine & strength. Organic jojoba oil imparts manageability & feel while organic hemp oil moisturizes & softens hair. NO PARABENS OR SYNTHETIC INGREDIENTS: Dr. Bronner's Organic Hair Cr√®mes provide light styling hold & make hair silky soft‚Äîall without any synthetic ingredients! OK! RECOMMENDED FOR WET OR DRY HAIR: Add styling & smoothness to your hair! Start with a small amount in your hand & comb through hair‚Äîfocus on the ends. Apply as much as you need to make your hair moisturized-smooth, with a lightly-styled look. OUR STYLING CREAM IS CRUELTY-FREE & NEVER TESTED ON ANIMALS: Dr. Bronner‚Äôs products & ingredients are never tested on animals so they qualify for the Leaping Bunny logo. Finally, hair products you can totally get behind! CERTIFIED UNDER THE NATIONAL ORGANIC PROGRAM: Our products are certified under the same program that certifies all organically-produced agriculture & food in the United States. This is important because what you put on your body goes into your body.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.1 out of 5 stars,"2,071 ratings",https://www.amazon.com/-/zh/dp/B0017QK7A4/ref=sr_1_66?dib=eyJ2IjoiMSJ9.8USYgdkclyx0WL2loUeaumvskh-cE8Vr0JfIRXbzbWJQAFLWsUpyzI6G-txBieksuLUU6D8rAL7iUm-J0_DHTQ.yzZLhcmOiyEjK943sqB98yF5dPjRjQe61BDJ3TFn3S8&dib_tag=se&qid=1719039700&sr=8-66&srs=23176677011
Banyan Botanicals Neem Powder - Organic Azadirachta Indica - Purifying Ayurvedic Herb for Healthy Skin & Blood* ‚Ä?1/2 lb. ‚Ä?Fair for Life Sustainably Sourced Non-GMO Vegan,$15.99,,"WITH THOUSANDS OF YEARS OF USE, neem has long been considered one of the most versatile plants known. This intensely bitter and cool herb comes with a long list of uses for both internal and external support, bringing its lightening, purifying, and drying qualities to the skin, hair, blood, mouth, liver, lymph, and beyond.* NEEM IS ONE OF AYURVEDA‚ÄôS most celebrated herbs for healthy skin and a clear complexion. Externally, it cools, soothes, and lubricates the skin, hair, nails, and scalp, while internally, it helps purify the blood and liver, encourages a healthy lymphatic system, and cleanses out toxins.* NEEM POWDER can be made into a paste used for DIY skin care, at-home facials, hair treatments, and‚Äîfor the adventurous who don‚Äôt mind the bitter taste‚Äîas an herbal toothpaste to cleanse the mouth. With so many ways to use this powder, it is no wonder neem is an essential herb in many homes.* BANYAN BOTANICALS is committed to producing the highest quality Ayurvedic products using USDA certified organic herbs that are sustainably sourced and fairly traded. All our products are 3rd party tested to ensure product quality and safety. THE BANYAN GUARANTEE: If for any reason you‚Äôre not satisfied with one of our products, we will gladly accept returns for a full product refund.","Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
Fair for Life   Fair for Life   USDA Organic",4.6 out of 5 stars,"1,250 ratings",https://www.amazon.com/-/zh/dp/B00DV00YRK/ref=sr_1_67?dib=eyJ2IjoiMSJ9.8USYgdkclyx0WL2loUeaumvskh-cE8Vr0JfIRXbzbWJQAFLWsUpyzI6G-txBieksAeBJtPwupchAsEB4j-XB5UtXvnRIXVYcLW9ThsuIxIsSjcYD0p73eu0Hh-1pHAqdX3ADqv93OQs4i0_Gk2-bk116xAc6pKDLcqacXvPNC6mzJFGehXwQwKrcfeKSW6qvdbrrKPP0yw-_NTpMIutgm82CkEnNyHnVZlUuC1gy5D4.VV3wLG4zaHxJFdGbIdjL5wKTu-c8rjBAF964ksyS0_s&dib_tag=se&qid=1719039723&sr=8-67&srs=23176677011
