name,images,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
,,N/A,,,,,,https://www.amazon.com/Seventable-Nightstand-Charging-Station-Adjustable/dp/B0CJ5C8DK6/ref=sr_1_1?dib=eyJ2IjoiMSJ9.rxPCa1297vYFzovlZEazAtPm7gZNx1cmQiOhcYAs7439aQ7z6norLKjAiPljVrJVDRSZE0b9ucIwb7dt9AmyOPjtUax9EC9HRQbZN8s_kpqFoiLxd_pLbOyTN7sBhwTT7xDOIdHXCX11nooeA_rUiPmPXYOq8PQQKB3z-oHl4SU9uLYPfqQy5ORJ32traKdCXMKhC4QaqQ2Ayq8b1rGmrB9WrbMZ4LBqxeULfHNnT04.1kjIXOJTQeLCJzhYCgT1xNrNL-w4CJQVB0yFhL40zmA&dib_tag=se&qid=1719186108&sr=8-1&srs=24000582011
